book_id,best_book_id,title,authors,image_url
16171291,16171291,The Silent Wife,A.S.A. Harrison,https://images.gr-assets.com/books/1356094989m/16171291.jpg
10600242,10600242,How to Be a Woman,Caitlin Moran,https://images.gr-assets.com/books/1405909800m/10600242.jpg
17927395,17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,https://images.gr-assets.com/books/1485259138m/17927395.jpg
9439303,9439303,Life,Keith Richards,https://images.gr-assets.com/books/1327960451m/9439303.jpg
85301,85301,Unaccustomed Earth,Jhumpa Lahiri,https://images.gr-assets.com/books/1320398140m/85301.jpg
5191,5191,The Pilot's Wife,Anita Shreve,https://images.gr-assets.com/books/1435011220m/5191.jpg
11762,28251250,White Noise,Don DeLillo,https://images.gr-assets.com/books/1327934706m/11762.jpg
42389,42389,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
22463,22463,The Origin of Species,Charles Darwin,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
25179,25179,Blankets,Craig Thompson,https://images.gr-assets.com/books/1460925949m/25179.jpg
2731276,2731276,The Story of Edgar Sawtelle,David Wroblewski,https://images.gr-assets.com/books/1310466361m/2731276.jpg
5171,5171,Drowning Ruth,Christina Schwarz,https://images.gr-assets.com/books/1390180160m/5171.jpg
51504,51504,Post Office,Charles Bukowski,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
469571,469571,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,https://images.gr-assets.com/books/1498463335m/469571.jpg
3586,3586,"The Complete Sherlock Holmes, Vol 2","Arthur Conan Doyle, Kyle Freeman",https://images.gr-assets.com/books/1347663158m/3586.jpg
1237398,1237398,"One Piece, Volume 01: Romance Dawn (One Piece, #1)","Eiichirō Oda, Andy Nakatani",https://images.gr-assets.com/books/1318523719m/1237398.jpg
29127,29127,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,https://images.gr-assets.com/books/1358147318m/29127.jpg
769483,769483,"Magyk (Septimus Heap, #1)",Angie Sage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
781110,781110,Fever 1793,Laurie Halse Anderson,https://images.gr-assets.com/books/1381743126m/781110.jpg
1914973,1914973,"The Likeness (Dublin Murder Squad, #2)",Tana French,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
22551730,22551730,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,https://images.gr-assets.com/books/1408923747m/22551730.jpg
77270,77270,The Jungle Book,Rudyard Kipling,https://images.gr-assets.com/books/1327873594m/77270.jpg
18144124,18144124,"I Am Pilgrim (Pilgrim, #1)",Terry Hayes,https://images.gr-assets.com/books/1403345411m/18144124.jpg
6295,6295,Howl and Other Poems,"Allen Ginsberg, William Carlos Williams",https://images.gr-assets.com/books/1327870926m/6295.jpg
170548,170548,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11192642,11192642,Go the Fuck to Sleep,"Adam Mansbach, Ricardo Cortés",https://images.gr-assets.com/books/1342861907m/11192642.jpg
360,569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,https://images.gr-assets.com/books/1320725132m/360.jpg
10883,10883,Benjamin Franklin: An American Life,Walter Isaacson,https://images.gr-assets.com/books/1397772877m/10883.jpg
8366402,8366402,The Tiger's Wife,Téa Obreht,https://images.gr-assets.com/books/1382570044m/8366402.jpg
60510,60510,"Poison Study (Study, #1)",Maria V. Snyder,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
304027,304027,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,https://images.gr-assets.com/books/1351276662m/304027.jpg
64222,64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
323355,323355,The Book of Mormon: Another Testament of Jesus Christ,"Anonymous, Joseph Smith Jr.",https://images.gr-assets.com/books/1327389004m/323355.jpg
813214,813214,The Mist,Stephen King,https://images.gr-assets.com/books/1331317781m/813214.jpg
17683,17683,"Dead Beat (The Dresden Files, #7)",Jim Butcher,https://images.gr-assets.com/books/1345667776m/17683.jpg
18966819,18966819,"Golden Son (Red Rising, #2)",Pierce Brown,https://images.gr-assets.com/books/1394684475m/18966819.jpg
47989,47989,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,https://images.gr-assets.com/books/1320518310m/47989.jpg
34506,34506,"The Light Fantastic (Discworld, #2; Rincewind #2)",Terry Pratchett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6516450,6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,https://images.gr-assets.com/books/1344263875m/6516450.jpg
25574782,25574782,Pretty Girls,Karin Slaughter,https://images.gr-assets.com/books/1432205734m/25574782.jpg
944076,944076,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,https://images.gr-assets.com/books/1302062699m/944076.jpg
20926278,20926278,Revival,Stephen King,https://images.gr-assets.com/books/1394651975m/20926278.jpg
7779,7779,Horton Hears a Who!,Dr. Seuss,https://images.gr-assets.com/books/1327924655m/7779.jpg
817791,817791,The Blind Side: Evolution of a Game,Michael   Lewis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
47624,47624,"Lirael (Abhorsen, #2)",Garth Nix,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13139,13139,"School's Out—Forever (Maximum Ride, #2)",James Patterson,https://images.gr-assets.com/books/1346079917m/13139.jpg
6690979,6690979,"Black Butler, Vol. 1 (Black Butler, #1)","Yana Toboso, Tomo Kimura",https://images.gr-assets.com/books/1336691148m/6690979.jpg
13206900,13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,https://images.gr-assets.com/books/1470057036m/13206900.jpg
51497,51497,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,"Robert Louis Stevenson, Robert Mighall",https://images.gr-assets.com/books/1327927453m/51497.jpg
13027304,13027304,The Hunger Games Tribute Guide,Emily Seife,https://images.gr-assets.com/books/1322760235m/13027304.jpg
3428935,3428935,"The Warded Man (Demon Cycle, #1)",Peter V. Brett,https://images.gr-assets.com/books/1354571949m/3428935.jpg
29797,29797,The Pilgrim's Progress,John Bunyan,https://images.gr-assets.com/books/1405982367m/29797.jpg
220968,220968,"One Shot (Jack Reacher, #9)",Lee Child,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12893742,12893742,"The Serpent's Shadow (Kane Chronicles, #3)",Rick Riordan,https://images.gr-assets.com/books/1366227982m/12893742.jpg
472343,472343,Duma Key,Stephen King,https://images.gr-assets.com/books/1470266968m/472343.jpg
1278752,1278752,The House at Riverton,Kate Morton,https://images.gr-assets.com/books/1356452218m/1278752.jpg
13891,13891,"Winter's Heart (Wheel of Time, #9)",Robert Jordan,https://images.gr-assets.com/books/1480096268m/13891.jpg
91474,91474,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,https://images.gr-assets.com/books/1345667469m/91474.jpg
17876,17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead","Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",https://images.gr-assets.com/books/1411241656m/17876.jpg
37380,37380,The Heart is a Lonely Hunter,Carson McCullers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
16131484,16131484,"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,https://images.gr-assets.com/books/1395351812m/16131484.jpg
43545,43545,The Once and Future King (The Once and Future King #1-4),T.H. White,https://images.gr-assets.com/books/1338741283m/43545.jpg
34484,34484,"Small Gods (Discworld, #13)",Terry Pratchett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
368468,368468,"Bud, Not Buddy",Christopher Paul Curtis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
38990,26135825,Fun Home: A Family Tragicomic,Alison Bechdel,https://images.gr-assets.com/books/1327652831m/38990.jpg
1713426,1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
16031620,16031620,الفيل الأزرق,أحمد مراد,https://images.gr-assets.com/books/1485105416m/16031620.jpg
125404,125404,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",Lynne Reid Banks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7743175,7743175,"A Memory of Light (Wheel of Time, #14)","Robert Jordan, Brandon Sanderson",https://images.gr-assets.com/books/1336055749m/7743175.jpg
12700353,12700353,Me and Earl and the Dying Girl,Jesse Andrews,https://images.gr-assets.com/books/1337216932m/12700353.jpg
7823678,7823678,"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,https://images.gr-assets.com/books/1332046095m/7823678.jpg
147074,147074,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,https://images.gr-assets.com/books/1317792858m/147074.jpg
25019,25019,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,https://images.gr-assets.com/books/1407110918m/25019.jpg
13136,13136,"2nd Chance (Women's Murder Club, #2)","James Patterson, Andrew Gross",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15195,15195,"The Complete Maus (Maus, #1-2)",Art Spiegelman,https://images.gr-assets.com/books/1327354180m/15195.jpg
27003,27003,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,https://images.gr-assets.com/books/1445540555m/27003.jpg
43808,43808,Anne Rice's The Vampire Lestat: A Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15779,15779,Sideways Stories from Wayside School (Wayside School #1),"Louis Sachar, Adam McCauley",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
38210,38210,The Art of Happiness,"Dalai Lama XIV, Howard C. Cutler",https://images.gr-assets.com/books/1309287434m/38210.jpg
20819685,20819685,The Bone Clocks,David Mitchell,https://images.gr-assets.com/books/1398205538m/20819685.jpg
5157,5157,Black and Blue,Anna Quindlen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7726143,7726143,"Origins (The Vampire Diaries: Stefan's Diaries, #1)","L.J. Smith, Kevin Williamson, Julie Plec",https://images.gr-assets.com/books/1282055412m/7726143.jpg
5346,5346,The Last Juror,John Grisham,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
22284,22284,Diary,Chuck Palahniuk,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11003,11003,"Eleven on Top (Stephanie Plum, #11)",Janet Evanovich,https://images.gr-assets.com/books/1166394806m/11003.jpg
28195,28195,"Inkspell (Inkworld, #2)","Cornelia Funke, Anthea Bell",https://images.gr-assets.com/books/1395358683m/28195.jpg
599,599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,https://images.gr-assets.com/books/1380742001m/599.jpg
30933,30933,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
91475,91475,"White Night (The Dresden Files, #9)",Jim Butcher,https://images.gr-assets.com/books/1309552288m/91475.jpg
18498569,18498569,The Miniaturist,Jessie Burton,https://images.gr-assets.com/books/1392415313m/18498569.jpg
259836,259836,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)","Margaret Weis, Tracy Hickman",https://images.gr-assets.com/books/1390668127m/259836.jpg
37586,37586,"The Lost Colony (Artemis Fowl, #5)",Eoin Colfer,https://images.gr-assets.com/books/1360177158m/37586.jpg
493456,493456,"Extras (Uglies, #4)",Scott Westerfeld,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
144349,144349,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
16054217,16054217,"The Book of Life (All Souls Trilogy, #3)",Deborah Harkness,https://images.gr-assets.com/books/1389281784m/16054217.jpg
615570,615570,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,https://images.gr-assets.com/books/1440952332m/615570.jpg
407429,407429,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",https://images.gr-assets.com/books/1488588399m/407429.jpg
6587879,6587879,Horns,Joe Hill,https://images.gr-assets.com/books/1402958805m/6587879.jpg
10414941,10414941,Catherine the Great: Portrait of a Woman,Robert K. Massie,https://images.gr-assets.com/books/1403395276m/10414941.jpg
6080337,6080337,"The Year of the Flood  (MaddAddam, #2)",Margaret Atwood,https://images.gr-assets.com/books/1327906873m/6080337.jpg
6668467,6668467,Winter Garden,Kristin Hannah,https://images.gr-assets.com/books/1265932201m/6668467.jpg
5356,5356,The King of Torts,John Grisham,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
711901,711901,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",https://images.gr-assets.com/books/1344265535m/711901.jpg
3320520,3320520,The 3 Mistakes of My Life,Chetan Bhagat,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
16328,16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15622,15622,Native Son,Richard Wright,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3754016,3754016,"Shadow's Edge (Night Angel, #2)",Brent Weeks,https://images.gr-assets.com/books/1327881435m/3754016.jpg
11594257,11594257,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,https://images.gr-assets.com/books/1356591725m/11594257.jpg
3464,3464,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",Nicholas Sparks,https://images.gr-assets.com/books/1385739017m/3464.jpg
10127019,10127019,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,https://images.gr-assets.com/books/1333576876m/10127019.jpg
8709523,8709523,"The Golden Lily (Bloodlines, #2)",Richelle Mead,https://images.gr-assets.com/books/1360599818m/8709523.jpg
426775,426775,Chasing Harry Winston,Lauren Weisberger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
44688,44688,"Magician's Gambit (The Belgariad, #3)",David Eddings,https://images.gr-assets.com/books/1315276590m/44688.jpg
6344097,6344097,The Stand: Captain Trips,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
767171,767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,https://images.gr-assets.com/books/1331223772m/767171.jpg
10073,10073,A Long Way Down,Nick Hornby,https://images.gr-assets.com/books/1467861525m/10073.jpg
106134,106134,"Out from Boneville (Bone, #1)","Jeff Smith, Steve Hamaker",https://images.gr-assets.com/books/1327921261m/106134.jpg
10619,10619,Rose Madder,Stephen King,https://images.gr-assets.com/books/1375870513m/10619.jpg
220969,220969,"Die Trying (Jack Reacher, #2)",Lee Child,https://images.gr-assets.com/books/1377633008m/220969.jpg
10757833,10757833,"Beautiful Chaos (Caster Chronicles, #3)","Kami Garcia, Margaret Stohl, Paz Pruneda",https://images.gr-assets.com/books/1327878503m/10757833.jpg
10913,10913,Keeping Faith,Jodi Picoult,https://images.gr-assets.com/books/1407111555m/10913.jpg
153025,153025,Heart-Shaped Box,Joe Hill,https://images.gr-assets.com/books/1328043955m/153025.jpg
11254250,11254250,"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney,https://images.gr-assets.com/books/1350396037m/11254250.jpg
3754026,3754026,"Beyond the Shadows (Night Angel, #3)",Brent Weeks,https://images.gr-assets.com/books/1327881432m/3754026.jpg
29547,29547,Everyone Worth Knowing,Lauren Weisberger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7996,7996,"Redwall (Redwall, #1)",Brian Jacques,https://images.gr-assets.com/books/1327877368m/7996.jpg
30474,30474,The Communist Manifesto,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",https://images.gr-assets.com/books/1420003664m/30474.jpg
28187230,28187230,The Woman in Cabin 10,Ruth Ware,https://images.gr-assets.com/books/1465878007m/28187230.jpg
38296,38296,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228560,228560,Sophie's Choice,William Styron,https://images.gr-assets.com/books/1356714742m/228560.jpg
9417,9417,"Shopaholic and Sister (Shopaholic, #4)",Sophie Kinsella,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7747064,7747064,The Iron Daughter,Julie Kagawa,https://images.gr-assets.com/books/1271790654m/7747064.jpg
103610,103610,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12401556,12401556,The Age of Miracles,Karen Thompson Walker,https://images.gr-assets.com/books/1342487370m/12401556.jpg
1255781,1255781,Have a Little Faith: a True Story,Mitch Albom,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5084,5084,My Life in France,"Julia Child, Alex Prud'Homme",https://images.gr-assets.com/books/1395564378m/5084.jpg
21844019,23492671,"The Rosie Effect (Don Tillman, #2)",Graeme Simsion,https://images.gr-assets.com/books/1426407990m/21844019.jpg
11827808,11827808,The Secret of the Nagas (Shiva Trilogy #2),Amish Tripathi,https://images.gr-assets.com/books/1308930273m/11827808.jpg
38501,38501,Ham on Rye,Charles Bukowski,https://images.gr-assets.com/books/1388195001m/38501.jpg
331920,331920,Flipped,Wendelin Van Draanen,https://images.gr-assets.com/books/1388554293m/331920.jpg
6486483,6486483,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",https://images.gr-assets.com/books/1328765863m/6486483.jpg
29291,29291,Make Way for Ducklings,Robert McCloskey,https://images.gr-assets.com/books/1362580777m/29291.jpg
67035,67035,"Relic (Pendergast, #1)","Douglas Preston, Lincoln Child",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
28,28,Notes from a Small Island,Bill Bryson,https://images.gr-assets.com/books/1479653223m/28.jpg
927979,927979,"Small Favor (The Dresden Files, #10)",Jim Butcher,https://images.gr-assets.com/books/1298085176m/927979.jpg
6465707,6465707,"The Walking Dead, Compendium 1",Robert Kirkman,https://images.gr-assets.com/books/1449865699m/6465707.jpg
85990,85990,"Princess Academy (Princess Academy, #1)",Shannon Hale,https://images.gr-assets.com/books/1349410861m/85990.jpg
18692431,18692431,"Everything, Everything","Nicola Yoon, David Yoon",https://images.gr-assets.com/books/1450515891m/18692431.jpg
7714,7714,Pygmalion,George Bernard Shaw,https://images.gr-assets.com/books/1453757285m/7714.jpg
13438524,13438524,Flight Behavior,Barbara Kingsolver,https://images.gr-assets.com/books/1352212134m/13438524.jpg
2146957,2146957,"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
363752,363752,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,https://images.gr-assets.com/books/1395233618m/363752.jpg
3388,3388,Corelli's Mandolin,Louis de Bernières,https://images.gr-assets.com/books/1479680795m/3388.jpg
15924,15924,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Nicholas Sparks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24,24,In a Sunburned Country,Bill Bryson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
194373,194373,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,https://images.gr-assets.com/books/1410716044m/194373.jpg
11529868,11529868,The Orphan Master's Son,Adam Johnson,https://images.gr-assets.com/books/1327878601m/11529868.jpg
44687,44687,"Enchanters' End Game (The Belgariad, #5)",David Eddings,https://images.gr-assets.com/books/1217735909m/44687.jpg
991197,991197,The Complete Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",https://images.gr-assets.com/books/1327876995m/991197.jpg
187181,187181,The Chosen,Chaim Potok,https://images.gr-assets.com/books/1403191327m/187181.jpg
321552,321552,The Agony and the Ecstasy,"Irving Stone, שמואל שניצר",https://images.gr-assets.com/books/1327879079m/321552.jpg
4912857,5196764,"The Angel's Game (The Cemetery of Forgotten Books, #2)","Carlos Ruiz Zafón, Lucia Graves",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
147865,147865,"Love, Rosie",Cecelia Ahern,https://images.gr-assets.com/books/1420732457m/147865.jpg
774001,774001,Amelia Bedelia  (Amelia Bedelia #1),"Peggy Parish, Fritz Siebel",https://images.gr-assets.com/books/1353400157m/774001.jpg
16140036,16140036,"This Man (This Man, #1)",Jodi Ellen Malpas,https://images.gr-assets.com/books/1352790466m/16140036.jpg
7723542,7723542,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
20560137,27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,https://images.gr-assets.com/books/1417957944m/20560137.jpg
1240662,1240662,"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward,https://images.gr-assets.com/books/1327896547m/1240662.jpg
15819028,15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,https://images.gr-assets.com/books/1349205573m/15819028.jpg
16081961,16081961,الأسود يليق بك,"أحلام مستغانمي, Ahlam Mosteghanemi",https://images.gr-assets.com/books/1351004560m/16081961.jpg
297792,297792,"The Slippery Slope (A Series of Unfortunate Events, #10)","Lemony Snicket, Brett Helquist",https://images.gr-assets.com/books/1343701012m/297792.jpg
31242,31242,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",https://images.gr-assets.com/books/1280113147m/31242.jpg
775597,775597,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,https://images.gr-assets.com/books/1348541342m/775597.jpg
29396,29396,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,https://images.gr-assets.com/books/1329104514m/29396.jpg
13831,13831,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6202342,6202342,Her Fearful Symmetry,Audrey Niffenegger,https://images.gr-assets.com/books/1327939087m/6202342.jpg
22450859,22450859,The Boston Girl,Anita Diamant,https://images.gr-assets.com/books/1418103945m/22450859.jpg
5098079,5098079,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,https://images.gr-assets.com/books/1321039998m/5098079.jpg
77565,77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,https://images.gr-assets.com/books/1429215870m/77565.jpg
21704,21704,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,https://images.gr-assets.com/books/1387048173m/21704.jpg
83346,83346,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",https://images.gr-assets.com/books/1359299332m/83346.jpg
1848,1848,Wild Swans: Three Daughters of China,Jung Chang,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
460548,460548,"Go, Dog. Go!",P.D. Eastman,https://images.gr-assets.com/books/1333578440m/460548.jpg
7882,7882,"On the Banks of Plum Creek  (Little House, #4)","Laura Ingalls Wilder, Garth Williams",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
22453035,23492589,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen King,https://images.gr-assets.com/books/1468705421m/22453035.jpg
6065215,6065215,"The Strain (The Strain Trilogy, #1)","Guillermo del Toro, Chuck Hogan",https://images.gr-assets.com/books/1326225354m/6065215.jpg
112204,112204,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",https://images.gr-assets.com/books/1498347611m/112204.jpg
130580,130580,"Old Yeller (Old Yeller, #1)",Fred Gipson,https://images.gr-assets.com/books/1327940112m/130580.jpg
773858,773858,Born Standing Up: A Comic's Life,Steve Martin,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
87640,87640,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),Frank Warren,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
147915,147915,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",George R.R. Martin,https://images.gr-assets.com/books/1354567206m/147915.jpg
348573,348573,"The Borrowers (The Borrowers, #1)","Mary Norton, Beth Krush, Joe Krush",https://images.gr-assets.com/books/1308945559m/348573.jpg
11602,11602,Hearts in Atlantis,Stephen King,https://images.gr-assets.com/books/1374048926m/11602.jpg
28587957,28587957,Small Great Things,Jodi Picoult,https://images.gr-assets.com/books/1468057481m/28587957.jpg
11298,11298,"A Wild Sheep Chase (The Rat, #3)","Haruki Murakami, Alfred Birnbaum",https://images.gr-assets.com/books/1327908774m/11298.jpg
252499,252499,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",Philippa Gregory,https://images.gr-assets.com/books/1399204116m/252499.jpg
12812550,12812550,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,https://images.gr-assets.com/books/1461353798m/12812550.jpg
8682,8682,Jitterbug Perfume,Tom Robbins,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
144350,144350,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,https://images.gr-assets.com/books/1294443954m/144350.jpg
10576365,10576365,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,https://images.gr-assets.com/books/1343178841m/10576365.jpg
1427,1427,The Zahir,"Paulo Coelho, Margaret Jull Costa",https://images.gr-assets.com/books/1493044059m/1427.jpg
1134122,1134122,The Power of Positive Thinking,Norman Vincent Peale,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
